molecule_chembl_id,activity_value_nm,standard_type,canonical_smiles,molecule_pref_name,standard_units,pchembl_value,log_activity,activity_class,activity_category,compound_name
CHEMBL3219127,4.3,IC50,C=CC(=O)Nc1cccc(N2C(=O)C3CCCCN3C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,nM,8.61,0.6334684555795865,1,Very Active,
CHEMBL3219128,41.59,IC50,C=CC(=O)Nc1cccc(N2C(=O)C(C)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,nM,7.66,1.6189889203649337,1,Active,
CHEMBL3219129,24.83,IC50,C=CC(=O)Nc1cccc(N2C(=O)C(C(C)C)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,nM,7.61,1.3949767195545644,1,Active,
CHEMBL3219130,13.25,IC50,C=CC(=O)Nc1cccc(N2C(=O)C(C(C)CC)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,nM,7.99,1.1222158782728267,1,Active,
CHEMBL3219131,125.46,IC50,C=CC(=O)Nc1cccc(N2C(=O)C(c3ccccc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,nM,7.11,2.0985052832013156,1,Moderately Active,
CHEMBL3219132,30.74,IC50,C=CC(=O)Nc1cccc(N2C(=O)CN(c3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,nM,8.16,1.4877038631637263,1,Active,
CHEMBL3219133,8.33,IC50,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccccc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,nM,8.33,0.9206450014067876,1,Very Active,
CHEMBL3219134,53.94,IC50,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(OC)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,nM,7.47,1.7319109421168724,1,Active,
CHEMBL3219135,59.36,IC50,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(Cl)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,nM,7.43,1.7734938922709707,1,Active,
CHEMBL3219347,14.08,IC50,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(F)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,nM,8.24,1.1486026548060935,1,Active,
CHEMBL3219348,9.12,IC50,C=CC(=O)Nc1cccc(N2C(=O)CN(Cc3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,,nM,8.2,0.9599948383284161,1,Very Active,
CHEMBL3219502,490.0,IC50,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1B1OC(C)(C)C(C)(C)O1,,nM,6.31,2.690196080028514,1,Moderately Active,
CHEMBL3219503,520.0,IC50,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1B1OC(C)(C)C(C)(C)O1,,nM,6.28,2.716003343634799,1,Moderately Active,
CHEMBL3219504,590.0,IC50,CC1(C)OB(c2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)OC1(C)C,,nM,6.23,2.7708520116421442,1,Moderately Active,
CHEMBL3219505,570.0,IC50,CC1(C)OB(c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)OC1(C)C,,nM,6.24,2.7558748556724915,1,Moderately Active,
CHEMBL3219506,800.0,IC50,OB(O)c1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,,nM,6.1,2.9030899869919438,1,Moderately Active,
CHEMBL3219507,460.0,IC50,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1B(O)O,,nM,6.34,2.662757831681574,1,Moderately Active,
CHEMBL3219508,510.0,IC50,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1B(O)O,,nM,6.29,2.7075701760979363,1,Moderately Active,
CHEMBL322066,1704.0,IC50,COc1cc(Nc2nccc(-c3ccc(N4CCNCC4)nc3)n2)cc(OC)c1OC,,nM,5.77,3.2314695904306814,0,Weakly Active,
CHEMBL3221258,1000.0,IC50,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl.Cl,,nM,6.0,3.0,1,Moderately Active,
CHEMBL3221259,6400.0,IC50,CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl.Cl,,nM,5.19,3.806179973983887,0,Weakly Active,
CHEMBL3221541,8000.0,IC50,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OCCN4CCOCC4)c(OC)cc23)cc1C.Cl,,nM,5.1,3.9030899869919438,0,Weakly Active,
CHEMBL3221542,3900.0,IC50,CCCOc1cc2ncnc(Nc3ccc(NC(=O)OCC)c(C)c3)c2cc1OC.Cl,,nM,5.41,3.591064607026499,0,Weakly Active,
CHEMBL3221546,8500.0,IC50,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OCCN4CCOCC4)c(OC)cc23)cc1Cl.Cl,,nM,5.07,3.929418925714293,0,Weakly Active,
CHEMBL3221547,5500.0,IC50,CCCOc1cc2ncnc(Nc3ccc(NC(=O)OCC)c(Cl)c3)c2cc1OC.Cl,,nM,5.26,3.7403626894942437,0,Weakly Active,
CHEMBL3221548,9800.0,IC50,CCCCOc1cc2c(Nc3ccc(NC(=O)OCC)c(Cl)c3)ncnc2cc1OCCN(CC)CC.Cl,,nM,5.01,3.9912260756924947,0,Weakly Active,
CHEMBL3221550,7050.0,IC50,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1.Cl,,nM,5.15,3.848189116991399,0,Weakly Active,
CHEMBL3221551,800.0,IC50,CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1.Cl,,nM,6.1,2.9030899869919438,1,Moderately Active,
CHEMBL3221552,4000.0,IC50,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C.Cl,,nM,5.4,3.6020599913279625,0,Weakly Active,
CHEMBL3221553,7200.0,IC50,COC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C.Cl,,nM,5.14,3.8573324964312685,0,Weakly Active,
CHEMBL3221554,900.0,IC50,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C.Cl,,nM,6.05,2.9542425094393248,1,Moderately Active,
CHEMBL3221555,5000.0,IC50,CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C.Cl,,nM,5.3,3.6989700043360187,0,Weakly Active,
CHEMBL3221556,900.0,IC50,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C.Cl,,nM,6.05,2.9542425094393248,1,Moderately Active,
CHEMBL3221557,7600.0,IC50,CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C.Cl,,nM,5.12,3.8808135922807914,0,Weakly Active,
CHEMBL3221558,6150.0,IC50,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl.Cl,,nM,5.21,3.788875115775417,0,Weakly Active,
CHEMBL3221560,1000.0,IC50,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl.Cl,,nM,6.0,3.0,1,Moderately Active,
CHEMBL3221561,900.0,IC50,CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1Cl.Cl,,nM,6.05,2.9542425094393248,1,Moderately Active,
CHEMBL322298,200.0,IC50,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,,nM,6.7,2.3010299956639813,1,Moderately Active,
CHEMBL322395,3000.0,IC50,COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl,,nM,5.52,3.4771212547196626,0,Weakly Active,
CHEMBL3233020,25.0,IC50,O=C(/C=C/CN1CC2(COC2)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,8.15,1.3979400086720377,1,Active,
CHEMBL3233759,4997.0,IC50,COC(=O)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,5.3,3.698709349442587,0,Weakly Active,
CHEMBL3233761,1301.0,IC50,CN(C)CCCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,6.1,3.1142772965615864,0,Weakly Active,
CHEMBL3233762,4286.0,IC50,CN(C)CCN(C)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,5.37,3.63205216670581,0,Weakly Active,
CHEMBL3233763,3460.5,IC50,CN(C)CCCN(C)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,5.28,3.539138853576775,0,Weakly Active,
CHEMBL3233764,542.0,IC50,O=C(CN1CCC(CCO)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,6.27,2.733999286538387,1,Moderately Active,
CHEMBL3233765,3399.0,IC50,CN1CCN(CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,,nM,5.47,3.5313511645830595,0,Weakly Active,
CHEMBL3233766,770.0,IC50,O=C(CN1CCN(CCO)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,6.11,2.886490725172482,1,Moderately Active,
CHEMBL3233767,20.0,IC50,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,7.8,1.3010299956639813,1,Active,
CHEMBL3233768,6414.0,IC50,C/C=C(\C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,5.19,3.8071289555924217,0,Weakly Active,
CHEMBL3233769,5825.5,IC50,C=CCOC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,5.75,3.7653332065945135,0,Weakly Active,
CHEMBL3233770,375.0,IC50,O=C(CCl)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,7.4,2.574031267727719,1,Moderately Active,
CHEMBL3233771,522.5,IC50,COCCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,5.98,2.7180862947830917,1,Moderately Active,
CHEMBL3233772,598.35,IC50,CN(C)CCCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,5.92,2.776955295365521,1,Moderately Active,
CHEMBL3233773,35.5,IC50,CS(=O)(=O)CCNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,8.52,1.550228353055094,1,Active,
CHEMBL3233774,16.0,IC50,O=C(/C=C/CNCC1COC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,8.0,1.2041199826559248,1,Active,
CHEMBL3233775,26.0,IC50,O=C(/C=C/CNC1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,7.7,1.414973347970818,1,Active,
CHEMBL3233776,31.5,IC50,O=C(/C=C/CNCc1ncccn1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,8.1,1.4983105537896004,1,Active,
CHEMBL3233777,174.0,IC50,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,7.62,2.2405492482826,1,Moderately Active,
CHEMBL3233778,21.5,IC50,CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,8.1,1.3324384599156054,1,Active,
CHEMBL3233779,31.5,IC50,COC(CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1)OC,,nM,8.7,1.4983105537896004,1,Active,
CHEMBL3233780,246.5,IC50,CCN(CC)CCN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,6.86,2.391816923613249,1,Moderately Active,
CHEMBL3233781,567.5,IC50,CN(C)CCCN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,7.03,2.7539658658651605,1,Moderately Active,
CHEMBL3233782,171.5,IC50,O=C(/C=C/CN1CC(O)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,7.42,2.2342641243787895,1,Moderately Active,
CHEMBL3233783,891.5,IC50,O=C(/C=C/CN1CCC(F)(F)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,7.55,2.9501213475113732,1,Moderately Active,
CHEMBL3233784,5.5,IC50,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,8.05,0.7403626894942439,1,Very Active,
CHEMBL3233785,2.45,IC50,O=C(/C=C/CN1CC2CCC1C(=O)C2)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,9.05,0.3891660843645325,1,Very Active,
CHEMBL3233786,4.5,IC50,O=C(/C=C/CN1CCC(F)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,8.4,0.6532125137753437,1,Very Active,
CHEMBL3233787,5.5,IC50,O=C(/C=C/CN1CCC(F)(F)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,8.15,0.7403626894942439,1,Very Active,
CHEMBL3233788,22.0,IC50,CSC1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,,nM,7.75,1.3424226808222062,1,Active,
CHEMBL3233789,63.5,IC50,CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,,nM,6.91,1.8027737252919758,1,Active,
CHEMBL3233790,19.5,IC50,CCN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,,nM,7.46,1.290034611362518,1,Active,
CHEMBL3233791,18.0,IC50,CC(C)N1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,,nM,7.47,1.255272505103306,1,Active,
CHEMBL3233792,3.0,IC50,O=C(/C=C/CN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,8.52,0.47712125471966244,1,Very Active,
CHEMBL3233793,18.0,IC50,O=C(/C=C/CN1CCS(=O)(=O)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,7.54,1.255272505103306,1,Active,
CHEMBL3233794,2205.5,IC50,O=C(/C=C/CN1CC2(CCOCC2)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,5.67,3.3435070621144263,0,Weakly Active,
CHEMBL3233795,11.0,IC50,O=C(/C=C/CN1CCC2(CC1)OCCO2)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,,nM,8.7,1.0413926851582251,1,Active,
CHEMBL323424,229.09,IC50,COc1cc2ncc(C#N)c(Nc3ccc(C(C)C)cc3)c2cc1OC,,nM,6.64,2.3600061322290986,1,Moderately Active,
CHEMBL3234736,550.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cccnc1,,nM,6.26,2.7403626894942437,1,Moderately Active,
CHEMBL3234737,575.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccccn1,,nM,6.24,2.7596678446896306,1,Moderately Active,
CHEMBL3234740,3900.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnccn1,,nM,5.41,3.591064607026499,0,Weakly Active,
CHEMBL3234741,1920.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cncnc1,,nM,5.72,3.2833012287035497,0,Weakly Active,
CHEMBL3234742,43.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(N)nc1,,nM,7.37,1.6334684555795864,1,Active,
CHEMBL3234743,1330.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccc(O)nc1,,nM,5.88,3.123851640967086,0,Weakly Active,
CHEMBL3234744,120.0,IC50,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)cn1,,nM,6.92,2.0791812460476247,1,Moderately Active,
CHEMBL3234745,130.0,IC50,CCNc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)cn1,,nM,6.89,2.113943352306837,1,Moderately Active,
CHEMBL3234746,43.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(NC(C)C)nc1,,nM,7.37,1.6334684555795864,1,Active,
CHEMBL3234747,44.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(NC2CC2)nc1,,nM,7.36,1.6434526764861874,1,Active,
CHEMBL3234748,33.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(NC2CCCC2)nc1,,nM,7.48,1.5185139398778875,1,Active,
CHEMBL3234749,47.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(NC2CCCCC2)nc1,,nM,7.33,1.6720978579357175,1,Active,
CHEMBL3234750,6.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(Nc2ccccc2)nc1,,nM,8.22,0.7781512503836436,1,Very Active,
CHEMBL3234751,5540.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(N(C)C)nc1,,nM,5.26,3.74350976472843,0,Weakly Active,
CHEMBL3234752,8.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc2[nH]ccc2c1,,nM,8.1,0.9030899869919435,1,Very Active,
CHEMBL3234753,30.0,IC50,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc2[nH]ncc2c1,,nM,7.52,1.4771212547196624,1,Active,
CHEMBL3234755,680.0,IC50,CN1CCN(Cc2ccc(NC(=O)c3cccc(NC(=O)c4cnc5[nH]ccc5c4)c3)cc2C(F)(F)F)CC1,,nM,6.17,2.832508912706236,1,Moderately Active,
CHEMBL3234756,99.0,IC50,CCc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc2[nH]ccc2c1,,nM,7.0,1.99563519459755,1,Active,
CHEMBL3234757,160.0,IC50,CC(C)c1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc2[nH]ccc2c1,,nM,6.8,2.2041199826559246,1,Moderately Active,
CHEMBL3234864,12825.0,IC50,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1cc2ccccc2nc1Oc1ccccc1,,nM,4.99,4.108057373783854,0,Inactive,
CHEMBL3234865,15400.0,IC50,Cc1ccc(Oc2nc3ccccc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,,nM,4.64,4.187520720836463,0,Inactive,
CHEMBL3234866,6145.0,IC50,COc1ccc(Oc2nc3ccccc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,,nM,6.57,3.788521887222473,0,Weakly Active,
CHEMBL3234867,10695.0,IC50,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1cc2ccccc2nc1Oc1ccc(F)cc1,,nM,4.68,4.029180788907547,0,Inactive,
CHEMBL3235199,4610.0,IC50,Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1cc2ccccc2nc1Oc1ccc(Cl)cc1,,nM,5.29,3.663700925389648,0,Weakly Active,
CHEMBL3235200,2375.0,IC50,Cc1ccc2nc(Oc3ccccc3)c(/C=N/NC(=O)Cn3c([N+](=O)[O-])cnc3C)cc2c1,,nM,5.5,3.3756636139608855,0,Weakly Active,
CHEMBL3235201,8590.0,IC50,Cc1ccc(Oc2nc3ccc(C)cc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,,nM,6.75,3.9339931638312424,0,Weakly Active,
CHEMBL3235202,1150.0,IC50,COc1ccc(Oc2nc3ccc(C)cc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,,nM,6.92,3.060697840353612,0,Weakly Active,
CHEMBL3235203,425.0,IC50,Cc1ccc2nc(Oc3ccc(F)cc3)c(/C=N/NC(=O)Cn3c([N+](=O)[O-])cnc3C)cc2c1,,nM,6.38,2.6283889300503116,1,Moderately Active,
CHEMBL3235204,13830.0,IC50,Cc1ccc2nc(Oc3ccc(Cl)cc3)c(/C=N/NC(=O)Cn3c([N+](=O)[O-])cnc3C)cc2c1,,nM,5.06,4.140822180109311,0,Inactive,
CHEMBL323630,650.0,IC50,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,,nM,6.19,2.8129133566428557,1,Moderately Active,
CHEMBL3237929,638.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN(C)C)c2)n1,,nM,6.2,2.8048206787211623,1,Moderately Active,
CHEMBL3237930,818.0,IC50,CCN(CC)CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,,nM,6.06,2.912753303671323,1,Moderately Active,
CHEMBL3237931,427.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCCC3)c2)n1,,nM,6.28,2.630427875025024,1,Moderately Active,
CHEMBL3237932,4527.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCCCC3)c2)n1,,nM,5.0,3.655810494495252,0,Weakly Active,
CHEMBL3237934,7442.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(C)CC3)c2)n1,,nM,5.13,3.871689665685515,0,Weakly Active,
CHEMBL3237935,698.0,IC50,CCOC(=O)N1CCN(CCC(=O)Nc2cccc(Oc3nc(Nc4ccc(N5CCN(C)CC5)cc4OC)ncc3Cl)c2)CC1,,nM,6.16,2.843855422623161,1,Moderately Active,
CHEMBL3237936,2419.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(CCO)CC3)c2)n1,,nM,5.62,3.3836358683618797,0,Weakly Active,
CHEMBL3237937,262.0,IC50,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(CCOc4no[n+]([O-])c4S(=O)(=O)c4ccccc4)CC3)c2)n1,,nM,6.7,2.4183012913197452,1,Moderately Active,
CHEMBL3237938,18020.0,IC50,Cc1nn(-c2ccccc2)c(Cl)c1C1C(C#N)=C(N)N(c2cccnc2)C2=C1C(=O)CCC2,,nM,4.74,4.2557547866430445,0,Inactive,
CHEMBL3237939,10120.0,IC50,Cc1ccc(-n2nc(C)c(C3C(C#N)=C(N)N(c4cccnc4)C4=C3C(=O)CCC4)c2Cl)cc1,,nM,5.0,4.00518051250378,0,Inactive,
CHEMBL3237940,4150.0,IC50,Cc1nn(-c2ccc(Cl)cc2)c(Cl)c1C1C(C#N)=C(N)N(c2cccnc2)C2=C1C(=O)CCC2,,nM,5.38,3.6180480967120925,0,Weakly Active,
CHEMBL3237941,32130.0,IC50,Cc1nn(-c2ccccc2)c(Cl)c1C1C(C#N)=C(N)N(c2cccnc2)C2=C1C(=O)CC(C)(C)C2,,nM,4.49,4.506910725551518,0,Inactive,
CHEMBL3237942,14700.0,IC50,Cc1ccc(-n2nc(C)c(C3C(C#N)=C(N)N(c4cccnc4)C4=C3C(=O)CC(C)(C)C4)c2Cl)cc1,,nM,4.83,4.1673173347481764,0,Inactive,
CHEMBL3237943,24050.0,IC50,Cc1nn(-c2ccc(Cl)cc2)c(Cl)c1C1C(C#N)=C(N)N(c2cccnc2)C2=C1C(=O)CC(C)(C)C2,,nM,4.62,4.381115080709851,0,Inactive,
CHEMBL3237944,2090.0,IC50,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1c(C)nn(-c2ccccc2)c1Cl,,nM,5.68,3.3201462861110542,0,Weakly Active,
CHEMBL3237945,910.0,IC50,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1c(C)nn(-c2ccc(C)cc2)c1Cl,,nM,6.04,2.9590413923210934,1,Moderately Active,
CHEMBL3237946,6150.0,IC50,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1c(C)nn(-c2ccc(Cl)cc2)c1Cl,,nM,5.21,3.788875115775417,0,Weakly Active,
CHEMBL3237947,11180.0,IC50,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CC(C)(C)C2)C1c1c(C)nn(-c2ccccc2)c1Cl,,nM,4.95,4.048441803550404,0,Inactive,
CHEMBL3237948,510.0,IC50,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CC(C)(C)C2)C1c1c(C)nn(-c2ccc(C)cc2)c1Cl,,nM,6.29,2.7075701760979363,1,Moderately Active,
CHEMBL3237949,1030.0,IC50,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CC(C)(C)C2)C1c1c(C)nn(-c2ccc(Cl)cc2)c1Cl,,nM,5.99,3.012837224705172,0,Weakly Active,
CHEMBL323900,6606.93,IC50,COc1cc2ncc(C#N)c(Nc3ccc(Br)cc3)c2cc1OC,,nM,5.18,3.8199997055104853,0,Weakly Active,
CHEMBL323970,7762.47,IC50,COc1cc2ncc(C#N)c(Nc3cccc(C(N)=O)c3)c2cc1OC,,nM,5.11,3.889999934748613,0,Weakly Active,
CHEMBL324030,8800.0,IC50,COc1cc(/C=C(\C#N)C(N)=O)cc(CSC2=NCCS2)c1O,,nM,5.06,3.9444826721501687,0,Weakly Active,
CHEMBL324045,977.24,IC50,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCC,,nM,6.01,2.9900012350346614,1,Moderately Active,
CHEMBL324371,100000.0,IC50,CN(c1ccccc1)c1ncnc2ccccc12,,nM,4.0,5.0,0,Inactive,
CHEMBL324399,69183.1,IC50,COc1cc2ncc(C#N)c(Nc3cccc(NC(C)=O)c3)c2cc1OC,,nM,4.16,4.840000018255536,0,Inactive,
